iso3,lat,lon,nobs,corr_d00_all,diff_d00_all,corr_d01_all,corr_analysis_d01_all,diff_d01_all,corr_d02_all,corr_analysis_d02_all,diff_d02_all,corr_d03_all,corr_analysis_d03_all,diff_d03_all,corr_d04_all,corr_analysis_d04_all,diff_d04_all,corr_d05_all,corr_analysis_d05_all,diff_d05_all,corr_d06_all,corr_analysis_d06_all,diff_d06_all,corr_d07_all,corr_analysis_d07_all,diff_d07_all,corr_d08_all,corr_analysis_d08_all,diff_d08_all,year,time_utc,station_id,corr_d00_subset,diff_d00_subset,corr_d01_subset,corr_analysis_d01_subset,diff_d01_subset,corr_d02_subset,corr_analysis_d02_subset,diff_d02_subset,corr_d03_subset,corr_analysis_d03_subset,diff_d03_subset,corr_d04_subset,corr_analysis_d04_subset,diff_d04_subset,corr_d05_subset,corr_analysis_d05_subset,diff_d05_subset,corr_d06_subset,corr_analysis_d06_subset,diff_d06_subset,corr_d07_subset,corr_analysis_d07_subset,diff_d07_subset,corr_d08_subset,corr_analysis_d08_subset,diff_d08_subset,income_group_2020,gdp_pc_2011_2020,log_gdp_pc_2011_2020
LAO,18.402875898445593,103.59889278186529,266.0571428571429,0.7298694810829481,1.2596529370310239,0.6686362586665849,0.9178888676322913,1.3692591854516316,0.6655590433697294,0.8899577147131822,1.4003955246969253,0.6491099090437386,0.8668563338768911,1.4325598235324883,0.6255949426423716,0.8401374332324784,1.4805175909563175,0.6008881082697847,0.811664270413785,1.5226359943899017,0.5787765116913421,0.7840379450109624,1.5663732697714277,0.5461138429112569,0.7483930443029463,1.6184712867423432,0.506918948735587,0.6933345525571123,1.6838321179590363,2015.4766839378237,12.0,48940099999.0,0.7859917879173411,1.1904298056300198,0.721290112288193,0.8915499566710118,1.3353757913555946,0.6979775058169787,0.8623909838214523,1.3926882921694004,0.6687155849859502,0.8326501193667569,1.457077967803908,0.6457253886565606,0.8160190481406397,1.503114938848308,0.6146296642678717,0.7795305288177405,1.5637930339249444,0.5943798653079622,0.7576779263972597,1.618666171937475,0.552769030195557,0.7161273964007288,1.6991712453585115,0.525394112714494,0.6784335070164907,1.7610840580848734,Lower middle,6618.442370999081,8.797615329855825
LBN,33.87215291538461,35.7423291,259.9583333333333,0.8687801184237645,1.191489645442886,0.8591509277730328,0.9792424254391044,1.2147073188257598,0.851030772447066,0.9682167676987866,1.2539688572969436,0.8399103397081342,0.9557081725056871,1.3073665464038395,0.82114122392623,0.936535484025199,1.3776443495439776,0.7864516527058439,0.9044001419080776,1.4962636590095677,0.7486228190460749,0.8600230400466128,1.6341800727318507,0.6936413226400445,0.8101001020157542,1.7862686479176102,0.619803825524728,0.736916904626791,1.9851380160560965,2015.8076923076924,12.0,40100099999.0,0.8116032149666692,1.1146574089769357,0.7984890423709171,0.9701945166649063,1.122834981727439,0.7911246907919776,0.9570398816140916,1.133976158516391,0.7815869523917752,0.9451243874015038,1.14401481474182,0.763344481924845,0.9283807382103264,1.1783338113670714,0.7242549712989426,0.8951650324949034,1.2533141378076926,0.6965691205123243,0.8582891035712613,1.3114227228277409,0.6377110048016275,0.8065030032891338,1.4127307874611277,0.572778343728279,0.7383071589610839,1.541242590283542,Lower middle,17405.56010785298,9.764544980586866
LBR,6.243001,-10.4283795,277.3636363636364,0.1064219072774766,1.257222187995919,0.030337201662298828,0.7033828382193806,1.297572897834033,0.025612944672868506,0.6247382897974737,1.2740098838487024,0.02375175414087635,0.56774965512146,1.2816354948235806,0.016962738560830765,0.5544461996819968,1.29440887057744,-0.0253759802188373,0.516549822290932,1.3096619804600846,-0.004065742449548185,0.5044566813530914,1.2933268046574198,-0.04244070868160541,0.4805203258470891,1.3148808978080275,-0.02260535163084081,0.47027104765096034,1.321061923265252,2015.3333333333333,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low,1526.519380200979,7.33074550793514
LBY,30.141257420920503,16.17129717112971,175.95111111111112,0.8485826193785773,1.1785826414617848,0.8274230316266626,0.979991841581657,1.2794091101675407,0.8201309601911773,0.9625385693605525,1.3596812135011709,0.7859734769449882,0.9407273001276109,1.4575397755651456,0.7477058897843479,0.9069616325696501,1.59873274146065,0.6901179559338957,0.8563785491310132,1.7841814784624248,0.6160946695402916,0.7890003211632722,2.006357588024162,0.536153809514973,0.6984917361569507,2.2685623228954754,0.4355238759798177,0.6018631398662452,2.516605463106178,2015.3305439330543,12.0,62113499999.0,0.876041071058677,1.1878463647674433,0.8550126803579299,0.9825729990344639,1.2975141281777522,0.8355402234280406,0.9658791555049902,1.4071122456191423,0.8122904869984612,0.9456101904763812,1.5219493467956442,0.7747783381975434,0.9125415409564127,1.6802507735152494,0.7197559482388405,0.8606643969627832,1.8829723323271192,0.6506489108344491,0.7955515378154154,2.109732425090452,0.5629383826032527,0.70778678692082,2.379793357621873,0.4749280290163515,0.6096142944981728,2.6409695242056115,Upper middle,22111.90264211367,10.003871323614218
LCA,13.883500000000002,-60.975,355.72222222222223,0.5562239120548144,0.6012730057104559,0.4523534253888337,0.7218479191630522,0.6659158348509241,0.3849455870803803,0.5708994380437702,0.7070264302985808,0.34541419650971217,0.49757711889449296,0.7263035779577962,0.31026702287717123,0.42846366535206487,0.7449369622561194,0.26114255080177906,0.3689997413160162,0.7776918009291394,0.2575621712301978,0.35142550470678163,0.7733032590802433,0.22385159259366294,0.3208026263528981,0.8018018324982388,0.21721955653450684,0.3029536833992552,0.7967904098720183,2015.5,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upper middle,14635.79635286851,9.591225611917432
LIE,47.142424209090905,9.515151454545455,325.6363636363636,0.8040007166556613,1.972789354849914,0.7617144630865544,0.9789682042010104,2.2240373809278555,0.7528294745040702,0.9672081412975753,2.2843448245014057,0.7373512183481921,0.9496302693333726,2.3898256840120866,0.718661838456,0.9194806318346445,2.5086638162838044,0.6679555782245473,0.8611758005517601,2.758072764644669,0.6017072246334655,0.7794646349811043,3.0564047984397735,0.5161600060827356,0.6768766227216325,3.397839519212396,0.4323598588047621,0.5616695854305269,3.7308423697680504,2015.090909090909,12.0,6990099999.0,0.8040007166556613,1.972789354849914,0.7617144630865544,0.9788915427294886,2.2240373809278555,0.7528294745040702,0.9669350802945992,2.2843448245014057,0.7373512183481921,0.9500702932861154,2.3898256840120866,0.718661838456,0.9193875608368318,2.5086638162838044,0.6679555782245473,0.8631222371609846,2.758072764644669,0.6017072246334655,0.7798240966637457,3.0564047984397735,0.5161600060827356,0.6783196785429242,3.397839519212396,0.4323598588047621,0.5644525906052525,3.7308423697680504,High,,
LKA,7.40140211779141,80.51728794355827,321.359477124183,0.619662321249653,0.9805272047705764,0.526554224089505,0.8242076998798163,1.1012747828893188,0.4942608160813588,0.7628910697246575,1.1420638908190281,0.46532547270133817,0.7113788809117139,1.1743456627133086,0.42911989848655036,0.6757933281439016,1.2072530312762983,0.401068955946157,0.6391709658689447,1.2352302556354202,0.3800587270087456,0.6034395057590419,1.2579359286616167,0.34786745624238996,0.567095026507412,1.2905049479416912,0.3213390239699644,0.5327627137808306,1.319334092406271,2015.5030674846626,12.0,43442099999.0,0.5830270879407443,0.9689708466035198,0.48280575427211575,0.830776498438189,1.0830171072335193,0.45320198104073534,0.7729953167915343,1.1230248025350167,0.42901226085749794,0.7189589368646686,1.1418305231696917,0.39709055103444574,0.6838599015556163,1.1699067078796075,0.3651540203207496,0.6450606346344744,1.198966349459427,0.34639355542086026,0.6151982943293306,1.2166349130792642,0.3130169683701856,0.5759986474476285,1.2452261439806667,0.2927534007350823,0.5432962488376815,1.2708328052605247,Lower middle,12408.696233744611,9.426152814963718
LSO,-29.3831545,27.5279805,167.6315789473684,0.9024554165134681,1.094571337402187,0.864228837272682,0.9411398442720487,1.3255247368453906,0.8390580876268151,0.9183375301072372,1.4411748673709464,0.7938955931742124,0.8856434123427018,1.5974468990593842,0.7826272626132649,0.8578967254750296,1.7305922545247079,0.7302331844266895,0.8119838186052164,1.9400790120482507,0.6631850703302677,0.7425084549502795,2.152917894978725,0.5904605028474457,0.6718658621199739,2.364498159677177,0.5044655390094203,0.5728039288261617,2.6355085373123885,2015.5,12.0,68454099999.0,0.8925658373509368,1.110060329164572,0.8540242569108045,0.9409382313310954,1.3423147600055931,0.8261715779454958,0.9176969719080563,1.4786407335117582,0.7842887376749231,0.8862098772488141,1.6191136634828323,0.7715650809868135,0.8578290590922479,1.7709716821296837,0.7115583058429562,0.8095735318153341,1.991531452262328,0.6532464973577883,0.7410833144991512,2.189547096577736,0.5768434637256087,0.6709422236885464,2.422259531489993,0.50572569653787,0.5722712025290729,2.657392546510807,Lower middle,2532.336314355013,7.836897600018181
LTU,55.41633976290322,23.716188227419355,223.17757009345794,0.5838019658692007,1.909532526184729,0.5329591046256136,0.9751564713462676,2.1062609016243434,0.5056529699857258,0.9544450978197898,2.2351918317460817,0.4824489866002711,0.9256948645789943,2.3351788671295903,0.4553502016234053,0.8917404907669556,2.469900442573292,0.41558752354002587,0.8415132248683116,2.620335905355095,0.36605473498976565,0.7760828716045923,2.8580298177941104,0.3005777788448012,0.6985619756923184,3.1132012196629084,0.26116816118286595,0.5934989163094642,3.293750925018275,2016.0645161290322,12.0,26679599999.0,0.5141876058705881,2.2126889049681773,0.45966293329387675,0.9743955001033934,2.425306557476391,0.4358207526667296,0.9531760378919163,2.550988104321433,0.4162518959557023,0.9271538692831738,2.635411067480786,0.3993744961261687,0.8941796644924945,2.7638178123351813,0.36691154117735036,0.8441047116186724,2.95592707504991,0.3194980371387631,0.7804625082870622,3.2094782449271855,0.27013970745809884,0.7082246265845751,3.4511443935728976,0.21600123427136886,0.5980515951430375,3.6697776090550285,High,31797.778176251966,10.367151697656016
LUX,49.626575,6.211517,366.8,0.9238482992888366,0.9740834865431813,0.893339058276522,0.9697043276614525,1.2407824793777187,0.876082632403881,0.9505186294873406,1.3598433685104976,0.854056993422111,0.9256285451117033,1.5055624067368327,0.8252253048682185,0.8967835243081289,1.6581996620241497,0.7756826133829536,0.8422895642600228,1.9008696177884814,0.6919293050961323,0.762267321903475,2.249161842680565,0.6122895020259058,0.6802204585677056,2.5550683114745736,0.5298043165818694,0.5851657478155696,2.856588474214896,2015.5,12.0,6590099999.0,0.9238482992888366,0.9740834865431813,0.893339058276522,0.9697043276614525,1.2407824793777187,0.876082632403881,0.9505186294873406,1.3598433685104976,0.854056993422111,0.9256285451117033,1.5055624067368327,0.8252253048682185,0.8967835243081289,1.6581996620241497,0.7756826133829536,0.8422895642600228,1.9008696177884814,0.6919293050961323,0.762267321903475,2.249161842680565,0.6122895020259058,0.6802204585677056,2.5550683114745736,0.5298043165818694,0.5851657478155696,2.856588474214896,High,113641.0318844258,11.640799916219276
LVA,56.945058800000005,24.334689735746604,342.6119402985075,0.4183250052830221,2.5552108963765847,0.3745271396835421,0.9766493708429467,2.699260827802429,0.35214557608810404,0.9558303951305726,2.7941480830598944,0.32838105964616837,0.9287758227601163,2.881510464907409,0.2994291986864287,0.8914883730487873,3.001072558588147,0.2691167504216353,0.8483300213224455,3.1288917335419204,0.23880326165028723,0.7771259877984955,3.3316788987422847,0.20082039810828411,0.7037449865294966,3.5262285314545903,0.16498769215596618,0.6140128500603046,3.6999194728906604,2015.5067873303167,12.0,26421099999.0,0.49056412933231086,2.1146774810492452,0.4422472754608906,0.9749405547963669,2.267703108287027,0.42381195588660797,0.9537164968696316,2.3436098294454353,0.4002274481939053,0.9269971931432293,2.41772392259795,0.3708123471231652,0.8902750307926374,2.5176073586440864,0.34161019136124,0.8489856641046459,2.6060469563572486,0.3049898083625451,0.7756100566843388,2.7756743275404085,0.2663442012637603,0.7046524975980082,2.9399685606018213,0.21949084279876566,0.6137882743405609,3.105314282509473,High,27069.62520569785,10.206167537137466
MAC,22.1833333,113.5333333,0.0,,,,0.8733100585442881,,,0.757464523386531,,,0.7091382473598512,,,0.6770668900137414,,,0.6503952931426009,,,0.5901927247458135,,,0.5208758478919369,,,0.428270650194464,,2012.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,124966.84867513756,11.735803770510989
MAR,32.950937757241384,-6.627540281379311,306.4528985507246,0.7924031567981136,1.5474098797380949,0.7668257546793653,0.9766546147232439,1.677756473550504,0.751494338971219,0.9615026736586155,1.742130005919663,0.7238069660422554,0.9403749849198169,1.8234233411595737,0.7048496839685344,0.9088923756433603,1.9166459742097426,0.6574572314960653,0.8643612742008991,2.0650898315642805,0.5881076514463646,0.7950511639783059,2.2678199597601294,0.5401576958278266,0.7189633187417591,2.473374082277639,0.4540768877747223,0.6312114824018104,2.7323730134636004,2015.7448275862068,12.0,60180942104.26316,0.819693302967706,1.4579447274672845,0.7937997686762635,0.9759979681131258,1.5907663052519598,0.7784930401333816,0.9603702870026423,1.6565418760137696,0.7584467428824082,0.9398061818359442,1.7379890621308935,0.7295586137943083,0.9073913981667078,1.8430264894750887,0.6877472742731209,0.8616014008162083,1.9924464815184793,0.6228285996462339,0.7912858975246856,2.206252800125853,0.5522953979202281,0.7129845943298132,2.445126802008642,0.47277947908594925,0.62426846118857,2.702172127478309,Lower middle,7311.71923828125,8.897233715006367
MDA,47.23780684789916,28.508780759663864,284.96078431372547,0.7995282649247956,1.5374764490867696,0.7610136236189416,0.9722787967985832,1.7727785780086842,0.7345538844806957,0.9488921662961385,1.9281198748796509,0.7079062544501742,0.9219733918327548,2.096399122886719,0.6794856402947781,0.8900463077647841,2.2892592459262437,0.6372115041460025,0.8477274814191812,2.5164475954110403,0.5971002743396975,0.7883591491075891,2.748499536104763,0.5136904267566019,0.6971430680194041,3.1226701779812474,0.4286668220567811,0.5948119081426136,3.4453970065610666,2017.0,12.0,33815099999.0,0.7639896351922465,1.6148946890015328,0.7268363432519089,0.9716621531945349,1.8699973505921808,0.6975194824721294,0.9464188360780732,2.0459114751780083,0.668111552840638,0.9203751880444504,2.2114968835725195,0.6394813142360769,0.8859636897972925,2.4117787599705762,0.5955280356411238,0.8356336665230917,2.6455843382645887,0.5413027526734014,0.7721662228796544,2.9381377082063844,0.4716267530348384,0.6868179170576697,3.215992553608595,0.3893765908827814,0.5860047198219703,3.563725825847962,Upper middle,10871.870642252929,9.293934057512672
MDG,-18.580050099156118,47.04079629029536,186.02666666666667,0.6352115567158686,1.0796026515381945,0.5781376146118656,0.8916383551801611,1.1627578216253343,0.5474008919026323,0.840276067822107,1.198636906417775,0.5310669722782752,0.7990191630848359,1.2404610889002823,0.4858686892340403,0.7563138966084224,1.2905793480257481,0.4454048833656253,0.7083217744463915,1.3379457468414893,0.38818535777349533,0.6569386659556313,1.4149265952275518,0.3535977036547053,0.5997212918809779,1.4736059916340778,0.31322284208637696,0.5428254525460559,1.5543156745847952,2015.3839662447258,12.0,67089099999.0,0.6813881566143466,1.07449327794933,0.6252898459477969,0.8962899073874122,1.1630780700409693,0.5946870982355633,0.851654908005065,1.205528087477752,0.5683205836505536,0.8111253755462448,1.2473042452382201,0.5294497875041646,0.7652907794947414,1.3058121280702357,0.48523459280318443,0.7151837829811133,1.3755888339532694,0.4273461775942296,0.6631636320589951,1.4524404116628296,0.38153584988119366,0.600460002987276,1.5404324449423887,0.33308015776978683,0.5391720781472285,1.6208793687634864,Low,1514.65304285748,7.3229416771000935
MDV,4.191833,73.529128,351.0,0.5638611548232492,0.6733446060233745,0.3947844026927262,0.6349887050333176,0.7735189974292803,0.3491310155738537,0.5211232085414799,0.8003094341144706,0.33035821354318917,0.4533717179177046,0.809248817314214,0.3085893424590943,0.42164213143285717,0.813895760219171,0.281912506457373,0.3811565976822998,0.8333068788871909,0.28249422885589187,0.360683024845058,0.8393209958253388,0.2753187782757941,0.335416440070505,0.8461060737276919,0.22056796553121968,0.3071061592025166,0.8771201180309799,2015.5,12.0,43555099999.0,0.5638611548232492,0.6733446060233745,0.3947844026927262,0.6349887050333176,0.7735189974292803,0.3491310155738537,0.5211232085414799,0.8003094341144706,0.33035821354318917,0.4533717179177046,0.809248817314214,0.3085893424590943,0.42164213143285717,0.813895760219171,0.281912506457373,0.3811565976822998,0.8333068788871909,0.28249422885589187,0.360683024845058,0.8393209958253388,0.2753187782757941,0.335416440070505,0.8461060737276919,0.22056796553121968,0.3071061592025166,0.8771201180309799,Upper middle,17973.76178949073,9.796668295070004
MEX,22.11688660669975,-100.89196005889166,277.582827406765,0.6271461568608062,1.305569554571604,0.5982647026844451,0.9256383878950196,1.3723380520170174,0.5787668841607706,0.8950727537401904,1.4035484738183694,0.5587033139270629,0.8663881348641667,1.4368116205416057,0.5411911119690971,0.8357215166985674,1.470132881538648,0.5178923936377811,0.7953376640006602,1.5162381181079756,0.4784841463185322,0.746499520688947,1.5783216929899988,0.4383192849945364,0.6893757957612033,1.646110894946136,0.39719129330199293,0.6299240843651589,1.7188442233250292,2015.4979321753515,12.0,76547953845.15384,0.6169537466878283,1.365388467299335,0.5862103133621355,0.9261858431029605,1.422380582418818,0.5712332015284158,0.8960589091812615,1.4525118224370503,0.5539129821656034,0.8673219010818305,1.4854476456644723,0.5353305255123371,0.8368317933563778,1.518300495912168,0.5100938930851395,0.7957235698461279,1.5636959050934758,0.47423675626633227,0.7482214060691176,1.6145487022392846,0.43428970810768774,0.6913899857801632,1.6796780961357145,0.3928870265218381,0.6322757929400868,1.749436099530401,Upper middle,19333.40722381484,9.8695898227746
MHL,6.970236871428571,169.56071308571427,167.03846153846155,0.2160702236369555,0.6446754824229723,0.18126286993589957,0.5886030960025065,0.6886264636833518,0.1216427970892066,0.45784251886888394,0.7058455211465927,0.2597947603812717,0.3756384415683692,0.6849270101025732,0.08598580578689277,0.3126436313351668,0.7118327060952533,0.09766395769303192,0.29118145704700193,0.7101266538468711,0.10104562888179822,0.2568052578577868,0.7437012198916059,0.08960198066382453,0.22637299334305136,0.7474109082184994,0.09261962850055125,0.1922043417868225,0.751722900333115,2015.642857142857,12.0,91369099999.0,0.11402856686850889,0.720134124631558,0.09453734488346191,0.6056554301496005,0.7248404060021187,0.10719417149374862,0.47467293805508676,0.7044091049582495,0.09879185374043627,0.38154600008195905,0.7213576578186525,0.048225670340020135,0.29449664584548063,0.748851447333543,0.03271386894141667,0.2986844067416193,0.7397536234392029,0.01963316108239342,0.2423614217312498,0.778794374447154,0.011361505374891728,0.24429856531261201,0.7722250731492112,0.0425753113490978,0.19681870141725102,0.776129215983778,Upper middle,4512.6785027783,8.414646159261157
MKD,41.5438124155914,21.639894560215055,292.9017341040462,0.8580115941016624,1.4604400292865,0.820623153448115,0.9742456149907283,1.639922371014478,0.7895413594586106,0.9589641098213176,1.718555285992424,0.7869658621168627,0.9406102149380832,1.7822589345513888,0.7810479999093379,0.9153823776744924,1.8727790161452775,0.7339324691656625,0.8680333396427349,2.0420818724182896,0.6722697687722423,0.8102183541899991,2.2638046966704173,0.5905724456768956,0.7284516215583429,2.5563505447707393,0.542282855654703,0.6238796634002345,2.763025334603054,2015.8172043010752,12.0,13571528570.428572,0.861402196608659,1.418294123702879,0.8287259053533856,0.972803100202203,1.6266043637558876,0.8137847307045946,0.9575061114164312,1.7039105533783538,0.7950262198164278,0.9385978982822712,1.7979558457931566,0.7714291390031413,0.9132096855149796,1.9199941761810042,0.7319271981839651,0.8674650955341443,2.0962209675367776,0.6838962876313704,0.8094133565275876,2.31874381516963,0.6157617552686715,0.7283005698566001,2.5981492452552795,0.5364442763238438,0.6256611119414212,2.877763921188346,Upper middle,15136.55287554404,9.624867817814307
MLI,14.315419482035928,-6.170484759281438,262.2147239263804,0.7889449361337161,1.0265753874803725,0.6493862701014358,0.8812840309396237,1.2666655420969808,0.6250905263834748,0.8345113133813578,1.3421839130458533,0.609102594133808,0.8047460075637246,1.3740306107804694,0.5704317612803561,0.7677454130590463,1.4357334575720413,0.5384858197755188,0.7289848484463421,1.4934387006301255,0.5138280983336374,0.6807063377120607,1.5685127120133315,0.47514317514505083,0.6290977309426818,1.6627904049336497,0.4077299996943431,0.5721167154372584,1.7676549814316378,2015.377245508982,12.0,61273699999.0,0.771844458815516,1.105585741881361,0.6130856301053221,0.8595847461346112,1.3754915644784744,0.5893731347018386,0.8105123913328606,1.4467477118723255,0.5730614015640871,0.780502944690858,1.4823073946426775,0.548295836769643,0.742949878342058,1.5298134077851955,0.5178389515982164,0.705404485387925,1.5839680207500313,0.4810137497976222,0.6588247826416246,1.6557250335667986,0.4425692860565805,0.609711462012956,1.7417725763996983,0.3923820949253793,0.5568634920315008,1.829374875014289,Low,2074.6973333634983,7.637570558586415
MLT,35.8562475,14.481249999999998,300.0,0.595689678016836,1.463761873532987,0.5820042666477132,0.9480080974392244,1.4723755397742528,0.5816345509248312,0.9170568178777966,1.4625363777923523,0.5643925518441609,0.8894366813960453,1.47562540424989,0.5496568501183354,0.843831156616352,1.4787022509289685,0.5343788877236042,0.7900189222985844,1.4949674644238988,0.49275770762373294,0.7186541781688519,1.5357535865545988,0.43487425954541903,0.6485979180396187,1.597935038407591,0.35703895980763467,0.534945507627524,1.6770593566628975,2016.1666666666667,12.0,16597099999.0,0.595689678016836,1.463761873532987,0.5820042666477132,0.9481290524602608,1.4723755397742528,0.5816345509248312,0.9171899018715605,1.4625363777923523,0.5643925518441609,0.8870633556577692,1.47562540424989,0.5496568501183354,0.8397790320838009,1.4787022509289685,0.5343788877236042,0.7877877563935295,1.4949674644238988,0.49275770762373294,0.7117797557077873,1.5357535865545988,0.43487425954541903,0.6391170478712075,1.597935038407591,0.35703895980763467,0.5263460671775608,1.6770593566628975,High,39406.55996588509,10.581687578023073
MMR,20.668952794385028,95.71075160695187,293.7386363636364,0.6175639951656925,1.2712595467197552,0.5502679933413293,0.8676136876712056,1.3794643963473725,0.5305359589633603,0.8186203570201669,1.4082122905231544,0.5075286551786731,0.786138650177056,1.4449146732179847,0.48379597740645913,0.7548822998967218,1.4744010846179187,0.46057058141265944,0.7213797020082028,1.5073081101321297,0.4308351353333052,0.6832741029201693,1.543298614359937,0.3911447192308262,0.6422166029466528,1.5908172311294708,0.36887765220621443,0.6069971209698349,1.6194979566192418,2015.7780748663101,12.0,48041655554.55556,0.641802049260684,1.3245409261841152,0.5744857765280731,0.8642934930012939,1.4365898097936076,0.548006164996609,0.8170349442025637,1.4767628794719487,0.5228428864047652,0.7857189225139216,1.5194815050428494,0.49854728439092577,0.7541110319266286,1.5499194655053294,0.4725555384446158,0.7184573772074165,1.5876372297262082,0.43990627103556507,0.6788132727702922,1.6321630313907463,0.4036384257278663,0.6375050703801739,1.6783108314925907,0.38099390812973305,0.6036938920364213,1.7105352735108454,Lower middle,3977.752982657827,8.288472361623102
MNE,42.559107577464786,19.134265623943662,328.6470588235294,0.8431691165737277,1.5492769692886668,0.8255680309822157,0.9740134158586422,1.6127254835507658,0.8171323142756961,0.9607608833962404,1.6462077185796513,0.8010775328144886,0.9410059887339014,1.7107493358126402,0.7769183893586196,0.9119070162746606,1.8145871786590457,0.7395248264443309,0.8648457568122536,1.957480594691427,0.6938490396469188,0.8029513210380942,2.1183530584891024,0.6163596857577575,0.7078326244008483,2.3663628560356673,0.5217943928180738,0.6076056702428578,2.6488661190187504,2015.5633802816901,12.0,13435349999.0,0.8530069300438861,1.562920072264678,0.8373191096622387,0.9761145563605276,1.6270147871482084,0.8276182307115889,0.9633474019526055,1.6777466380726398,0.8107691682529445,0.9435219531984671,1.7561770028146484,0.7859967664010059,0.9147297013734381,1.8734145168360725,0.7479068306366061,0.8673456666452181,2.0341340379044976,0.7034463347341897,0.8055291483420263,2.21317991893567,0.6253122510847234,0.7119296661891219,2.489000993847502,0.5284619212023912,0.6080631689145208,2.8160185277389695,Upper middle,18640.28460973094,9.833080356885405
MNG,47.35246589056886,102.91390026347305,253.08566978193147,0.4937996084664431,4.434041240322298,0.5210812467769674,0.9704132712383841,4.3272583963221996,0.5210311744266426,0.9450286953129587,4.33690710577989,0.5134236165730787,0.9184615378715261,4.380516702929526,0.5019718659955569,0.8874138053706004,4.448850633787742,0.48300001538342696,0.8430106137403311,4.5578302571778915,0.4528535852226469,0.7819916705160779,4.726402837229307,0.41772477909739636,0.7052437211770693,4.910311322513723,0.3647641689137731,0.6203605276217591,5.1472566494365255,2015.4595808383233,12.0,44273016665.666664,0.5021652972552806,4.494295782521853,0.5299396354953699,0.9709910695669998,4.382187962678317,0.5302794378097271,0.946329162884757,4.39220515494014,0.5223280118823342,0.920672007960567,4.44035272042782,0.509888304243144,0.8899526340968145,4.516399038653666,0.49041112047084134,0.8461659708672943,4.634458750051338,0.46079912145474106,0.7856359652778712,4.810427475071277,0.4253788496734622,0.7093096207156238,4.996061820664495,0.37308007933278603,0.6243610523460745,5.238026672303325,Lower middle,10968.764076032814,9.302806882932495
MNP,14.852161363636363,145.57038409090907,87.35,0.39256375138373684,0.5221033994267442,0.08405924394735419,0.6089080583885582,0.5654416460436468,0.1128833455289856,0.5034722741323338,0.5530942683106679,0.08993881939370638,0.4207774676044941,0.5987128851641474,0.11974599329843727,0.3969920366672067,0.5992974528956821,0.3659589209957091,0.34902629555541653,0.5247589678063871,0.2559685619026625,0.3232936193888702,0.5687440723149494,0.3245687148410692,0.28193142475517124,0.5742431596303639,0.21556358083784846,0.28050188074975385,0.6438785249436844,2015.2272727272727,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,,
MOZ,-18.1933822909699,35.31557466187291,159.52,0.7479509614804043,1.1303382252686816,0.6894392562831118,0.923005908234483,1.2483005738904271,0.6728449631183817,0.888307813485355,1.2891683350741145,0.6514198390413036,0.8569336223044859,1.3430599629943674,0.6381774357639236,0.8234612572794759,1.4013733800325336,0.5817846324880178,0.7820265529165912,1.5011139203250592,0.5266179488394969,0.7258237499993664,1.6257036505014688,0.4824614424525462,0.6605121309571665,1.7556657005642045,0.4046301421319423,0.5821538740480724,1.9317117348759898,2015.76254180602,12.0,67283099999.0,0.7513945131702496,1.1075716832204285,0.7054582642200108,0.9268425172666225,1.2198869099216136,0.6850321082372688,0.8902067503602791,1.253594330241187,0.6540420841430284,0.8590868128766008,1.3010358994586588,0.6303139704910526,0.820733437688609,1.370080611742754,0.5711229541148989,0.7764293384704082,1.453554996439256,0.5243325460728793,0.714360657230798,1.5576394823913753,0.48759131849604226,0.6470970424720817,1.6806684784674133,0.3964236228064548,0.5661017537421718,1.819428519013346,Low,1228.857022828516,7.113839766613359
MRT,19.141406607407408,-12.913081285185184,230.17757009345794,0.8239499743144332,1.1300324067180314,0.779114302182146,0.943259861520959,1.2582897874089778,0.7573931502983429,0.9098308245042462,1.3337871188226567,0.7412241839173827,0.8790563507391996,1.4080585069607756,0.7105901984444443,0.8442108239533166,1.490341634626809,0.6709952562222071,0.8030106034834259,1.5920314064476537,0.6395884917026813,0.7488330177145233,1.7184703980073655,0.5939201855098155,0.6877751001788645,1.8597700431459503,0.5254300399668549,0.6118188862185236,2.032394469430129,2015.0277777777778,12.0,61423899999.0,0.8622586808932882,1.112244109154834,0.8272455397437956,0.9493506222320945,1.2349826352398707,0.7958818883247554,0.918826231414166,1.3235808138951122,0.7849821212107551,0.8880827243197092,1.401332231820635,0.7485188036906603,0.8486491876756864,1.5149798508866525,0.6880317504681969,0.8042928738933364,1.6525383398854918,0.6605840563537744,0.7425410954164028,1.7849392668944497,0.5991820170517973,0.6804238981768337,1.959505076090628,0.5240619239568436,0.6019705959351728,2.159318264594227,Lower middle,5135.363605219008,8.543905929051329
